Codigo_org;idOrg;Codigo_padre;Region;Municipalidad;url_sai;Ingresa;obligadorecibir_sai;tiene_ta
MU300;718;MU000;Region del Maule;SAN RAFAEL;http://munisanrafael.cl/?page_id=123;INGRESA;SI;NO
MU033;488;MU000;Region del Maule;CAUQUENES;http://www.cauquenes.cl/transparencia_activa/?page_id=241;INGRESA;SI;SI
AB048;802;AB000;Region del Maule;CAUQUENES;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU037;490;MU000;Region del Maule;CHANCO;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU037;INGRESA;SI;SI
MU207;639;MU000;Region del Maule;PELLUHUE;http://www.munipelluhue.cl/transparencia/2017/Formulario.pdf;INGRESA;SI;SI
AB045;799;AB000;Region del Maule;CURICO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO083;914;AO000;Region del Maule;CURICO;http://www.hospitalcurico.cl/web/solicitud_informacion/solicitud_informacion.html;INGRESA;SI;SI
MU078;527;MU000;Region del Maule;CURICO;http://www.curico.cl/portal/index.php/solicitud-informacion;INGRESA;SI;SI
MU104;550;MU000;Region del Maule;HUALANE;http://hualane.cl/SitioMunicipal/?page_id=234;INGRESA;SI;NO
MU138;578;MU000;Region del Maule;LICANTEN;http://www.mlicanten.cl/transparenciapasiva/index.html;INGRESA;SI;SI
CM127;6702;CM000;Region del Maule;MOLINA;http://;NO INGRESA;SI;NO
CM202;6777;CM000;Region del Maule;MOLINA;http://;NO INGRESA;SI;NO
MU174;610;MU000;Region del Maule;MOLINA;http://www.molina.cl/;INGRESA;SI;SI
CM211;6786;CM000;Region del Maule;MOLINA;http://;NO INGRESA;SI;NO
CM169;6744;CM000;Region del Maule;MOLINA;http://;NO INGRESA;SI;NO
MU262;686;MU000;Region del Maule;RAUCO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=686;INGRESA;SI;SI
CM131;6706;CM000;Region del Maule;RAUCO;http://;NO INGRESA;SI;NO
CM177;6752;CM000;Region del Maule;ROMERAL;http://;NO INGRESA;SI;SI
MU276;699;MU000;Region del Maule;ROMERAL;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=699;INGRESA;SI;SI
CM071;6646;CM000;Region del Maule;ROMERAL;http://;NO INGRESA;SI;SI
MU278;701;MU000;Region del Maule;SAGRADA FAMILIA;http://www.sagradafamilia.cl/2013/transparencia/solicitud.pdf;INGRESA;SI;SI
MU316;731;MU000;Region del Maule;TENO;http://www.teno.cl/documentos/SOLICITUD%20DE%20INFORMACIoN.pdf;INGRESA;SI;SI
CM090;6665;CM000;Region del Maule;TENO;http://;INGRESA;SI;SI
CM126;6701;CM000;Region del Maule;TENO;https://corporaciondeportesteno.cl/wp-content/uploads/2022/05/form_transparencia.pdf;INGRESA;SI;SI
MU333;747;MU000;Region del Maule;VICHUQUEN;http://;INGRESA;SI;SI
MU140;580;MU000;Region del Maule;LINARES;http://200.27.90.131/ley20285/info.php?file=16_1;INGRESA;SI;SI
AO084;915;AO000;Region del Maule;LINARES;https://www.hospitaldelinares.cl/joomla/transparencia/solicitud_informacion/solicitud_informacion.html;INGRESA;SI;SI
AB047;801;AB000;Region del Maule;LINARES;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CF002;329001;CF000;Region del Maule;LINARES;https://www.cftmaule.cl/html/transparencia/pasiva;INGRESA;SI;SI
CM272;6847;CM000;Region del Maule;COLBUN;http://;NO INGRESA;SI;NO
MU055;507;MU000;Region del Maule;COLBUN;http://www.municipalidadcolbun.cl/transparencia/contacto.html;INGRESA;SI;SI
MU149;588;MU000;Region del Maule;LONGAVI;http://201.236.99.11/transparencia/?page_id=2;INGRESA;SI;NO
MU204;637;MU000;Region del Maule;PARRAL;http://transparencia.parral.cl/solicitud.php;INGRESA;SI;SI
CM109;6684;CM000;Region del Maule;PARRAL;http://;NO INGRESA;SI;NO
MU268;691;MU000;Region del Maule;RETIRO;http://www.retiro.cl/?mod=transparencia;INGRESA;SI;SI
MU290;710;MU000;Region del Maule;SAN JAVIER;http://www.imsanjavier.cl/transparencia/Transparencias.aspx;INGRESA;SI;SI
CM230;6805;CM000;Region del Maule;SAN JAVIER;http://;INGRESA;SI;SI
CM104;6679;CM000;Region del Maule;SAN JAVIER;http://;NO INGRESA;SI;SI
MU337;751;MU000;Region del Maule;VILLA ALEGRE;http://www.villalegre.cl/transparencia/solicitud.pdf;INGRESA;SI;SI
MU342;753;MU000;Region del Maule;YERBAS BUENAS;http://www.muniyerbasbuenas.cl/index.php/ley;INGRESA;SI;SI
PP046;328500;PP000;Region del Biobio;CONCEPCION;http://;NO INGRESA;NO;SI
MA010;327600;ASOC;Region del Biobio;CONCEPCION;http://;INGRESA;SI;SI
MA036;327701;ASOC;Region del Biobio;CONCEPCION;http://;NO INGRESA;SI;SI
FU011;6711;FU000;Region del Biobio;CONCEPCION;http://;INGRESA;SI;SI
AP029;331460;AP000;Region del Biobio;CONCEPCION;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
AO027;881;AO000;Region del Biobio;CONCEPCION;http://transparencia.redsalud.gov.cl/transparencia/public/ssconcepcion/solicitud_informacion.html;INGRESA;SI;SI
AP010;949;AP000;Region del Biobio;CONCEPCION;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
AJ024;330202;AJ000;Region del Biobio;CONCEPCION;http://www.educacionpublica.cl/;INGRESA;SI;SI
PP010;326650;PP000;Region del Biobio;CONCEPCION;http://;NO INGRESA;NO;SI
AB084;967;AB000;Region del Biobio;CONCEPCION;http://sgs.gorebiobio.cl/;INGRESA;SI;SI
CM277;6852;CM000;Region del Biobio;CONCEPCION;http://;NO INGRESA;SI;NO
CM163;6738;CM000;Region del Biobio;CONCEPCION;http://;NO INGRESA;SI;NO
CM278;6853;CM000;Region del Biobio;CONCEPCION;http://;NO INGRESA;SI;SI
MU061;511;MU000;Region del Biobio;CONCEPCION;http://www.concepcion.cl/transparencia/programas/ solicitud/solicitud.html;INGRESA;SI;SI
AK011;1026;AK000;Region del Biobio;CONCEPCION;http://cajbiobio.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AB019;773;AB000;Region del Biobio;CONCEPCION;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO064;903;AO000;Region del Biobio;CONCEPCION;http://hggb.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AO048;56302;AO000;Region del Biobio;CONCEPCION;http://www.seremidesaludbiobio.cl/gobiernotransparente/paginas/solicitud_informacion.html;INGRESA;SI;SI
AB051;805;AB000;Region del Biobio;CONCEPCION;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB019;NO INGRESA;SI;NO
UN013;1081;UN000;Region del Biobio;CONCEPCION;http://www.ubiobio.cl/miweb/web2012.php?id_pagina=3294;NO INGRESA;SI;NO
CM282;6638;CM000;Region del Biobio;CORONEL;http://;NO INGRESA;SI;SI
AO062;901;AO000;Region del Biobio;CORONEL;http://hospitaldecoronel.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
MU068;517;MU000;Region del Biobio;CORONEL;http://www.coronel.cl/contactenos/solicitar-mayor-informacion-sobre-transparencia-municipal/;INGRESA;SI;SI
MA043;327752;ASOC;Region del Biobio;CHIGUAYANTE;http://;INGRESA;SI;SI
MU040;493;MU000;Region del Biobio;CHIGUAYANTE;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=493;INGRESA;SI;SI
MU090;537;MU000;Region del Biobio;FLORIDA;http://www.muniflorida.cl/transparencia/solicitud_informacion.php#formulario;INGRESA;SI;SI
MU106;552;MU000;Region del Biobio;HUALQUI;http://www.munihualqui.cl/formulario-solicitud-informacion-publica.html;INGRESA;SI;SI
EP010;1098;EP000;Region del Biobio;LOTA;http://;NO INGRESA;NO;NO
MU158;597;MU000;Region del Biobio;LOTA;http://transparencia.lota.cl/;INGRESA;SI;SI
AO063;902;AO000;Region del Biobio;LOTA;http://hdlota.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
MU210;642;MU000;Region del Biobio;PENCO;http://penco.cl/transparencia/formulario;INGRESA;SI;SI
CM087;6662;CM000;Region del Biobio;SAN PEDRO DE LA PAZ;http://;NO INGRESA;SI;SI
MU299;717;MU000;Region del Biobio;SAN PEDRO DE LA PAZ;http://transparencia.sanpedrodelapaz.cl/archivos/FormularioSAI-SPP.pdf;INGRESA;SI;SI
CM275;6850;CM000;Region del Biobio;SAN PEDRO DE LA PAZ;http://;NO INGRESA;SI;NO
CM147;6722;CM000;Region del Biobio;SAN PEDRO DE LA PAZ;http://;NO INGRESA;SI;NO
CM153;6728;CM000;Region del Biobio;SANTA JUANA;http://;NO INGRESA;SI;NO
MU306;724;MU000;Region del Biobio;SANTA JUANA;http://;INGRESA;SI;SI
AO028;882;AO000;Region del Biobio;TALCAHUANO;http://transparencia.redsalud.gov.cl/transparencia/public/sstalcahuano/solicitud_informacion.html;INGRESA;SI;SI
CM204;6779;CM000;Region del Biobio;TALCAHUANO;http://;INGRESA;SI;SI
MU313;728;MU000;Region del Biobio;TALCAHUANO;http://www.talcahuano.cl/solicitud-de-informacion/;INGRESA;SI;SI
EP020;1113;EP000;Region del Biobio;TALCAHUANO;http://;NO INGRESA;NO;NO
AO092;923;AO000;Region del Biobio;TALCAHUANO;http://hlh.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AO091;922;AO000;Region del Biobio;TOME;http://hospitaltome.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
CM205;6780;CM000;Region del Biobio;TOME;http://;NO INGRESA;SI;NO
MU324;739;MU000;Region del Biobio;TOME;http://www.tome.cl/transparencia/menu#;INGRESA;SI;SI
MU105;551;MU000;Region del Biobio;HUALPEN;http://www.hualpenciudad.cl/images/stories/TRANSPARENCIA_ACTIVA/archivos_transparencia/formulario_solicitud_de_informacion.pdf;INGRESA;SI;SI
MU137;577;MU000;Region del Biobio;LEBU;http://200.111.131.76/transparencia/transparenciapasiva/index.php;INGRESA;SI;SI
AO030;884;AO000;Region del Biobio;LEBU;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=AO030;INGRESA;SI;SI
AB052;806;AB000;Region del Biobio;LEBU;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MA048;327050;ASOC;Region del Biobio;ARAUCO;http://www.asocaraucocuranilahue.cl;NO INGRESA;SI;SI
CM095;6670;CM000;Region del Biobio;ARAUCO;http://;NO INGRESA;SI;NO
MA015;327700;ASOC;Region del Biobio;ARAUCO;http://;NO INGRESA;SI;SI
CM184;6759;CM000;Region del Biobio;ARAUCO;http://;NO INGRESA;SI;NO
MU011;471;MU000;Region del Biobio;ARAUCO;http://www.muniarauco.cl/tpma/mail.html;INGRESA;SI;SI
MU027;484;MU000;Region del Biobio;CANETE;http://xn--caete-pta.cl/transp-formulario.php;INGRESA;SI;SI
MU065;514;MU000;Region del Biobio;CONTULMO;http://;INGRESA;SI;NO
MU075;524;MU000;Region del Biobio;CURANILAHUE;http://www.munichue.cl/transpachue/index.php/formulario-transparencia;INGRESA;SI;SI
CM199;6774;CM000;Region del Biobio;CURANILAHUE;http://;NO INGRESA;SI;NO
MU151;590;MU000;Region del Biobio;LOS ALAMOS;http://www.municipalidadlosalamos.cl/web/wp-content/uploads/2012/12/transparencia.jpg;INGRESA;SI;SI
MU321;736;MU000;Region del Biobio;TIRUA;http://www.munitirua.com/formulario-de-acceso-a-la-informacion-publica-ley-20-285;INGRESA;SI;SI
MU153;592;MU000;Region del Biobio;LOS ANGELES;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU153;INGRESA;SI;SI
MA038;327100;ASOC;Region del Biobio;LOS ANGELES;http://www.ambbc.cl/solicitud-informacion/;INGRESA;SI;SI
AB050;804;AB000;Region del Biobio;LOS ANGELES;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
AO060;899;AO000;Region del Biobio;LOS ANGELES;http://cavrr.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
CM099;6674;CM000;Region del Biobio;LOS ANGELES;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=CM099;INGRESA;SI;SI
AO029;883;AO000;Region del Biobio;LOS ANGELES;http://ssbiobio.cl/solicitud_informacion.html;INGRESA;SI;SI
MU010;470;MU000;Region del Biobio;ANTUCO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=470;INGRESA;SI;SI
MU018;476;MU000;Region del Biobio;CABRERO;http://www.cabrero.cl/transparencia_cabrero/Contacto/contacto.php;INGRESA;SI;SI
MA055;329311;ASOC;Region del Biobio;CABRERO;http://;NO INGRESA;SI;SI
MU131;572;MU000;Region del Biobio;LAJA;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU131;INGRESA;SI;SI
MU177;612;MU000;Region del Biobio;MULCHEN;http://www.munimulchen.cl/stm/inicio.php#;INGRESA;SI;SI
MU178;613;MU000;Region del Biobio;NACIMIENTO;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU178;INGRESA;SI;SI
CM080;6655;CM000;Region del Biobio;NACIMIENTO;http://;NO INGRESA;SI;SI
MU181;615;MU000;Region del Biobio;NEGRETE;http://transparencia.muninegrete.cl/solicitud;INGRESA;SI;SI
MU249;676;MU000;Region del Biobio;QUILACO;http://transparencia.municipalidadquilaco.cl/index.php?action=plantillas_generar_archivo&ig=190&m=5&a=2014&ia=14;INGRESA;SI;NO
MU251;678;MU000;Region del Biobio;QUILLECO;http://190.196.161.72/~municipa/formulario_oirs/;INGRESA;SI;SI
MU302;720;MU000;Region del Biobio;SAN ROSENDO;http://municipalidadsanrosendo.cl/transparencia/documentos/formularioimprimible.pdf;INGRESA;SI;SI
MA037;328550;ASOC;Region del Biobio;SANTA BARBARA;http://;INGRESA;SI;SI
MU304;722;MU000;Region del Biobio;SANTA BARBARA;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=304;INGRESA;SI;SI
MU329;744;MU000;Region del Biobio;TUCAPEL;http://www.munitucapel.cl/transparencia/formulario_20285.php;INGRESA;SI;SI
MU343;754;MU000;Region del Biobio;YUMBEL;http://www.yumbel.cl/transparencia_municipal/contacto/contacto.html;INGRESA;SI;SI
MU003;463;MU000;Region del Biobio;ALTO BIOBIO;http://www.transparenciaaltobiobio.cl/solicita-informacion.html;INGRESA;SI;SI
CM096;6671;CM000;Region del Biobio;CHILLAN;http://;NO INGRESA;SI;NO
CM105;6680;CM000;Region del Biobio;CHILLAN;http://;NO INGRESA;SI;NO
CM166;6741;CM000;Region del Biobio;SAN CARLOS;http://;NO INGRESA;SI;NO
UN014;1084;UN000;Region de La Araucania;TEMUCO;http://www2.ufro.cl/transparencia/;NO INGRESA;SI;NO
MA067;6802;ASOC;Region de La Araucania;TEMUCO;http://;NO INGRESA;SI;SI
MU315;730;MU000;Region de La Araucania;TEMUCO;https://transparencia.temuco.cl/;INGRESA;SI;NO
MA026;327000;ASOC;Region de La Araucania;TEMUCO;http://www.amcam.cl/solicitar-informacion-ley-de-transp;INGRESA;SI;SI
AI002;1007;AI000;Region de La Araucania;TEMUCO;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=AI002;INGRESA;SI;SI
AB085;968;AB000;Region de La Araucania;TEMUCO;http://www.gorearaucania.cl/sgs;INGRESA;SI;SI
AP011;950;AP000;Region de La Araucania;TEMUCO;http://solicitudinformacion.minvu.cl/;INGRESA;SI;SI
AO049;56303;AO000;Region de La Araucania;TEMUCO;http://seremi9.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AB054;808;AB000;Region de La Araucania;TEMUCO;https://www.portaltransparencia.cl/PortalPdT/directorio-de-organismos-regulados/?org=AB012;NO INGRESA;SI;NO
AP030;331461;AP000;Region de La Araucania;TEMUCO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=1057;INGRESA;SI;SI
AO110;940;AO000;Region de La Araucania;TEMUCO;http://hhha.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AB012;766;AB000;Region de La Araucania;TEMUCO;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
CM193;6768;CM000;Region de La Araucania;TEMUCO;http://;INGRESA;SI;NO
CM268;6843;CM000;Region de La Araucania;TEMUCO;https://corporaciontemuco.cl/transparencia%20/index.html;INGRESA;SI;NO
AO032;886;AO000;Region de La Araucania;TEMUCO;http://ssas.transparencia.cl/tramites/disponibles;INGRESA;SI;SI
AJ020;329401;AJ000;Region de La Araucania;CARAHUE;http://;INGRESA;SI;SI
MU028;485;MU000;Region de La Araucania;CARAHUE;http://www.carahue.cl/index.php?option=com_contact&view=contact&id=3&Itemid=38;INGRESA;SI;SI
MA033;327350;ASOC;Region de La Araucania;CARAHUE;http://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=undefined;INGRESA;SI;SI
MU071;520;MU000;Region de La Araucania;CUNCO;https://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU071;INGRESA;SI;SI
MU076;525;MU000;Region de La Araucania;CURARREHUE;http://www.curarrehue.cl/formulario.php;INGRESA;SI;SI
MU091;538;MU000;Region de La Araucania;FREIRE;http://www.munifreire.cl/v20/transparencia/form_transp/index.php?a=add;INGRESA;SI;SI
MU097;544;MU000;Region de La Araucania;GALVARINO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=544;INGRESA;SI;SI
MU099;546;MU000;Region de La Araucania;GORBEA;http://www.municipalidadgorbea.cl/transparencia/index.php?option=com_ content&view=article&id=117&Itemid=103;INGRESA;SI;SI
CF001;329000;CF000;Region de La Araucania;LAUTARO;http://;INGRESA;SI;SI
MU136;576;MU000;Region de La Araucania;LAUTARO;http://www.lautarotransparente.cl/index.php?option=com_wrapper&view=wrapper&Itemid=27;INGRESA;SI;SI
MU148;587;MU000;Region de La Araucania;LONCOCHE;http://www.portaltransparencia.cl/PortalPdT/pdt-ficha-organismos/?org=MU148;INGRESA;SI;SI
MU172;608;MU000;Region de La Araucania;MELIPEUCO;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrgTa=MU172;INGRESA;SI;SI
MU184;618;MU000;Region de La Araucania;NUEVA IMPERIAL;http://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=618;INGRESA;SI;SI
CM130;6705;CM000;Region de La Araucania;NUEVA IMPERIAL;http://;NO INGRESA;SI;NO
CM187;6762;CM000;Region de La Araucania;PADRE LAS CASAS;http://;NO INGRESA;SI;NO
CM101;6676;CM000;Region de La Araucania;PADRE LAS CASAS;http://;NO INGRESA;SI;NO
MU194;627;MU000;Region de La Araucania;PADRE LAS CASAS;http://www.padrelascasas.cl/plc/como_sol.html;INGRESA;SI;SI
MU214;645;MU000;Region de La Araucania;PERQUENCO;http://www.perquenco.cl/web/perquenco/index.php/consulta-ciudadana;INGRESA;SI;SI
MU222;651;MU000;Region de La Araucania;PITRUFQUEN;http://www.mpitrufquen.cl/Transparencia/FormularioContacto.php;INGRESA;SI;SI
MU230;659;MU000;Region de La Araucania;PUCON;http://www.municipalidadpucon.cl/index.php/transparencia-municipalidad;INGRESA;SI;SI
CM209;6784;CM000;Region de La Araucania;PUCON;http://;NO INGRESA;SI;NO
MU277;700;MU000;Region de La Araucania;SAAVEDRA;http://transparenciasaavedra.cl/contacto.html;INGRESA;SI;SI
MU317;732;MU000;Region de La Araucania;TEODORO SCHMIDT;https://www.transparenciateodoro.cl/app/solicitud-informaciones/;NO INGRESA;SI;SI
MU323;738;MU000;Region de La Araucania;TOLTEN;http://;INGRESA;SI;SI
MU336;750;MU000;Region de La Araucania;VILCUN;http://vilcuntransparente.cl/solicitud-informaciones/;INGRESA;SI;SI
CM098;6673;CM000;Region de La Araucania;VILLARRICA;http://;NO INGRESA;SI;NO
MA045;329308;ASOC;Region de La Araucania;VILLARRICA;http://;NO INGRESA;SI;NO
MU339;752;MU000;Region de La Araucania;VILLARRICA;http://www.portalvillarrica.cl/index.php/solicitud-de-informacion;INGRESA;SI;SI
MU045;498;MU000;Region de La Araucania;CHOLCHOL;http://www.transparencialocal.cl/cholchol/paginas/formulariosolicitudinformacion.html;INGRESA;SI;SI
MU008;468;MU000;Region de La Araucania;ANGOL;http://www.portaltransparencia.cl/PortalPdT/;INGRESA;SI;SI
AO057;896;AO000;Region de La Araucania;ANGOL;http://webhosting.redsalud.gov.cl/transparencia/public/AO057/solicitud_informacion.html;INGRESA;SI;SI
AO031;885;AO000;Region de La Araucania;ANGOL;http://redirector.ssanorte.cl:8181/instructivo_num10/solicitud_informacion.html;INGRESA;SI;SI
AB053;807;AB000;Region de La Araucania;ANGOL;https://siac.interior.gob.cl/formulario.gov?accion=ingresa_transp;INGRESA;SI;NO
MU058;509;MU000;Region de La Araucania;COLLIPULLI;http://www.emailmeform.com/builder/form/uE42D7lH9a7CY9e00jP;INGRESA;SI;SI
MA008;327450;ASOC;Region de La Araucania;COLLIPULLI;http://;NO INGRESA;SI;SI
MU072;521;MU000;Region de La Araucania;CURACAUTIN;http://mcuracautin.cl/wp-content/uploads/downloads/2012/08/Formulario-Solicitud-de-Informacion.pdf;INGRESA;SI;SI
MU088;535;MU000;Region de La Araucania;ERCILLA;http://www.muniercilla.cl/portal/web/Formulario_20285.pdf;INGRESA;SI;SI
MU150;589;MU000;Region de La Araucania;LONQUIMAY;http://www.mlonquimay.cl/transp-formulario.php;INGRESA;SI;SI
MA058;329502;ASOC;Region de La Araucania;LONQUIMAY;http://;NO INGRESA;SI;SI
MU156;595;MU000;Region de La Araucania;LOS SAUCES;http://www.munilossauces.com/transparencia.html;INGRESA;SI;SI
MU159;598;MU000;Region de La Araucania;LUMACO;http://www.munilumaco.cl/index.php/contactenos;INGRESA;SI;SI
MU241;669;MU000;Region de La Araucania;PUREN;http://www.munipuren.cl/contacto.php;INGRESA;SI;NO
MU264;687;MU000;Region de La Araucania;RENAICO;http://renaico.cl/portal/tp/formulario.html;INGRESA;SI;SI
MU327;742;MU000;Region de La Araucania;TRAIGUEN;http://www.mtraiguen.cl/tmsys2/;INGRESA;SI;SI
MA003;329304;ASOC;Region de La Araucania;TRAIGUEN;http://https://www.portaltransparencia.cl/PortalPdT/web/guest/directorio-de-organismos-regulados?p_p_id=pdtorganismos_WAR_pdtorganismosportlet&orgcode=eb8099e8c9897c5cdfafb45b8ea397a3;INGRESA;SI;SI
MU334;748;MU000;Region de La Araucania;VICTORIA;https://www.victoriachile.cl/Munivictoria/index.php/solicitud-de-datos;NO INGRESA;SI;NO
AO056;895;AO000;Region de La Araucania;VICTORIA;http://transparencia.redsalud.gob.cl/transparencia/public/AO056/solicitud_informacion.html;INGRESA;SI;SI
AE015;330501;AE000;;;http://;NO INGRESA;NO;NO
AE026;330512;AE000;;;http://;NO INGRESA;NO;NO
AE031;330517;AE000;;;http://;NO INGRESA;NO;NO
FU009;330450;FU000;;;http://;NO INGRESA;SI;SI
MA064;330655;ASOC;;;http://;NO INGRESA;SI;SI
AE025;330511;AE000;;;http://;NO INGRESA;NO;NO
AE016;330502;AE000;;;http://;NO INGRESA;NO;NO
AE018;330504;AE000;;;http://;NO INGRESA;NO;NO
AE028;330514;AE000;;;http://;NO INGRESA;NO;NO
AE024;330510;AE000;;;http://;NO INGRESA;NO;NO
AE019;330505;AE000;;;http://;NO INGRESA;NO;NO
AE020;330506;AE000;;;http://;NO INGRESA;NO;NO
MA066;330657;ASOC;;;http://;NO INGRESA;SI;NO
CO006;330600;CO006;;;http://;NO INGRESA;SI;SI
PP055;330700;PP000;;;http://;NO INGRESA;NO;SI
AE021;330507;AE000;;;http://;NO INGRESA;NO;NO
MA062;330653;ASOC;;;http://;NO INGRESA;SI;NO
AE022;330508;AE000;;;http://;NO INGRESA;NO;NO
PP057;330751;PP000;;;http://;NO INGRESA;NO;SI
AE027;330513;AE000;;;http://;NO INGRESA;NO;NO
AE014;330500;AE000;;;http://;NO INGRESA;NO;NO
PP061;331700;PP000;;;http://;NO INGRESA;NO;SI
AE030;330516;AE000;;;http://;NO INGRESA;NO;NO
PP058;330850;PP000;;;http://;NO INGRESA;NO;SI
AE017;330503;AE000;;;http://;NO INGRESA;NO;NO
AJ030;342900;AJ000;;;http://;NO INGRESA;SI;NO
MA063;330654;ASOC;;;http://;NO INGRESA;SI;SI
AE029;330515;AE000;;;http://;NO INGRESA;NO;NO
AE023;330509;AE000;;;http://;NO INGRESA;NO;NO
